case_id,individual_id,vin,case_type,call_driver,channel,case_open_ts,case_close_ts,days_to_close,closed_within_24h,first_contact_resolution,csat_score,region,case_month
CASE900313,IND100002,1GC872738127919,Infotainment,On Screen Messages,Dealer,2026-02-10 15:00:00,2026-02-11 05:33:39.138637,0.61,Y,Y,3,Northeast,2026-02-01
CASE900314,IND100112,1GC375360961735,OnBoarding,Other,Phone,2026-02-25 13:00:00,2026-02-28 04:06:30.292620,2.63,N,N,5,Midwest,2026-02-01
CASE900315,IND100029,1GC714744057917,WiFi,No / Slow Internet,Phone,2026-02-21 14:00:00,2026-02-21 18:23:28.857096,0.18,Y,Y,4,West,2026-02-01
CASE900316,IND100045,1GC824287921746,Infotainment,Other,Mobile App,2026-02-15 02:00:00,2026-02-15 12:05:56.665402,0.42,Y,Y,5,Southwest,2026-02-01
CASE900317,IND100019,1GC668497959209,Infotainment,Other,Phone,2026-02-19 20:00:00,2026-02-19 21:46:06.862819,0.07,Y,Y,4,Northeast,2026-02-01
CASE900318,IND100016,1GC599126308313,OnBoarding,Hardware Replacement,Chat,2026-02-12 19:00:00,2026-02-13 11:03:19.939044,0.67,Y,N,5,Midwest,2026-02-01
CASE900319,IND100012,1GC307192591805,Infotainment,App Not Working,Dealer,2026-02-27 16:00:00,2026-02-27 18:22:37.804182,0.1,Y,N,3,Southeast,2026-02-01
CASE900320,IND100132,1GC622955025729,WiFi,Other,Dealer,2026-02-21 07:00:00,2026-02-21 08:37:42.324694,0.07,Y,N,4,West,2026-02-01
CASE900321,IND100011,1GC934088489962,WiFi,No / Slow Internet,Dealer,2026-02-12 21:00:00,2026-02-12 22:45:30.138287,0.07,Y,Y,4,Northeast,2026-02-01
CASE900322,IND100088,1GC245144601130,WiFi,Other,Phone,2026-02-26 21:00:00,2026-02-28 01:07:44.984696,1.17,N,Y,4,Southwest,2026-02-01
CASE900323,IND100110,1GC510198660849,OnBoarding,Hardware Replacement,Phone,2026-02-09 21:00:00,2026-02-11 14:49:32.810356,1.74,N,N,5,West,2026-02-01
CASE900324,IND100041,1GC849410376451,Infotainment,DIC (Driver Information Center),Phone,2026-02-01 18:00:00,2026-02-03 07:50:49.136425,1.58,N,Y,4,West,2026-02-01
CASE900325,IND100068,1GC127736051111,OnBoarding,Hardware Replacement,Dealer,2026-02-12 05:00:00,2026-02-12 07:34:16.693439,0.11,Y,N,5,West,2026-02-01
CASE900326,IND100123,1GC474226661953,OnBoarding,Enroll Vehicle,Mobile App,2026-02-12 22:00:00,2026-02-15 22:59:22.268592,3.04,N,N,4,West,2026-02-01
CASE900327,IND100064,1GC671246487999,WiFi,No / Slow Internet,Mobile App,2026-02-27 12:00:00,2026-02-28 02:35:40.380607,0.61,Y,Y,2,Midwest,2026-02-01
CASE900328,IND100068,1GC127736051111,WiFi,Other,Phone,2026-02-27 20:00:00,2026-02-28 05:19:33.885661,0.39,Y,N,4,West,2026-02-01
CASE900329,IND100028,1GC902509539628,Infotainment,Other,Mobile App,2026-02-22 19:00:00,2026-02-23 05:21:18.569586,0.43,Y,Y,2,Southeast,2026-02-01
CASE900330,IND100018,1GC844868054792,OnBoarding,Other,Phone,2026-03-17 15:00:00,2026-03-19 03:18:06.733512,1.51,N,Y,5,West,2026-03-01
CASE900331,IND100093,1GC442919103486,OnBoarding,Other,Mobile App,2026-03-20 13:00:00,2026-03-21 06:56:46.379935,0.75,Y,N,4,Northeast,2026-03-01
CASE900332,IND100146,1GC398412097607,OnBoarding,Other,Chat,2026-03-14 18:00:00,2026-03-17 05:04:48.685236,2.46,N,N,5,Southeast,2026-03-01
CASE900333,IND100013,1GC840485451942,WiFi,Hotspot: SSID and Password,Dealer,2026-03-10 08:00:00,2026-03-11 21:13:44.876750,1.55,N,N,5,Northeast,2026-03-01
CASE900334,IND100089,1GC550940297592,OnBoarding,BBWC,Mobile App,2026-03-05 11:00:00,2026-03-05 13:26:56.931553,0.1,Y,Y,5,West,2026-03-01
CASE900335,IND100123,1GC474226661953,WiFi,No / Slow Internet,Dealer,2026-03-10 15:00:00,2026-03-12 12:58:18.014648,1.92,N,Y,5,West,2026-03-01
CASE900336,IND100049,1GC225777235248,WiFi,Hotspot: SSID and Password,Chat,2026-03-11 22:00:00,2026-03-12 04:18:18.098412,0.26,Y,N,3,Southwest,2026-03-01
CASE900337,IND100059,1GC203077066182,WiFi,Other,Dealer,2026-03-20 02:00:00,2026-03-20 07:30:18.294791,0.23,Y,Y,4,Midwest,2026-03-01
CASE900338,IND100112,1GC375360961735,WiFi,Hotspot: SSID and Password,Phone,2026-03-23 20:00:00,2026-03-25 05:15:35.718612,1.39,N,Y,4,Midwest,2026-03-01
CASE900339,IND100104,1GC800875813568,OnBoarding,Enroll Vehicle,Dealer,2026-03-19 17:00:00,2026-03-20 13:58:10.561330,0.87,Y,Y,4,Southeast,2026-03-01
CASE900340,IND100109,1GC912342156888,WiFi,No / Slow Internet,Phone,2026-03-18 13:00:00,2026-03-19 02:02:19.710570,0.54,Y,Y,5,Northeast,2026-03-01
CASE900341,IND100052,1GC808231939751,WiFi,No / Slow Internet,Phone,2026-03-01 17:00:00,2026-03-02 13:45:48.620788,0.87,Y,N,2,Southeast,2026-03-01
CASE900342,IND100068,1GC127736051111,OnBoarding,Other,Phone,2026-03-02 09:00:00,2026-03-02 10:13:00.149717,0.05,Y,N,3,West,2026-03-01
CASE900343,IND100046,1GC448730541126,OnBoarding,Other,Phone,2026-03-15 20:00:00,2026-03-15 22:14:55.587850,0.09,Y,N,5,Southeast,2026-03-01
CASE900344,IND100037,1GC528134433602,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-03-23 12:00:00,2026-03-23 17:22:35.813913,0.22,Y,N,4,Southeast,2026-03-01
CASE900345,IND100004,1GC184759613098,OnBoarding,Other,Phone,2026-03-16 07:00:00,2026-03-16 17:47:00.418560,0.45,Y,Y,4,Midwest,2026-03-01
CASE900346,IND100100,1GC917722621635,WiFi,Other,Phone,2026-03-17 15:00:00,2026-03-18 03:07:01.493191,0.5,Y,Y,4,Midwest,2026-03-01
CASE900347,IND100143,1GC614555247137,OnBoarding,Hardware Replacement,Dealer,2026-03-23 07:00:00,2026-03-23 17:05:12.717451,0.42,Y,N,4,Northeast,2026-03-01
CASE900348,IND100020,1GC782278966076,WiFi,No / Slow Internet,Phone,2026-03-27 15:00:00,2026-03-28 02:30:08.555148,0.48,Y,Y,3,West,2026-03-01
CASE900349,IND100044,1GC849033821254,OnBoarding,Other,Chat,2026-03-18 15:00:00,2026-03-22 15:07:30.907097,4.01,N,Y,4,Midwest,2026-03-01
CASE900350,IND100084,1GC120440865820,WiFi,No / Slow Internet,Mobile App,2026-03-08 04:00:00,2026-03-09 03:54:01.883648,1.0,Y,Y,5,Northeast,2026-03-01
CASE900351,IND100010,1GC433718221808,OnBoarding,Other,Chat,2026-03-23 01:00:00,2026-03-24 02:11:22.744021,1.05,N,Y,4,Southwest,2026-03-01
CASE900352,IND100004,1GC197718167021,WiFi,No / Slow Internet,Mobile App,2026-03-01 01:00:00,2026-03-01 17:38:16.498352,0.69,Y,Y,4,Midwest,2026-03-01
CASE900353,IND100028,1GC238860542860,WiFi,No / Slow Internet,Phone,2026-03-10 14:00:00,2026-03-11 19:03:07.300824,1.21,N,Y,2,Southeast,2026-03-01
CASE900354,IND100122,1GC175999889025,Infotainment,App Not Working,Mobile App,2026-03-06 16:00:00,2026-03-07 10:23:17.711861,0.77,Y,Y,5,Southeast,2026-03-01
CASE900355,IND100136,1GC962703291916,Infotainment,App Not Working,Phone,2026-03-17 08:00:00,2026-03-18 02:20:57.221633,0.76,Y,Y,5,West,2026-03-01
CASE900356,IND100116,1GC782667576850,OnBoarding,Other,Chat,2026-03-03 11:00:00,2026-03-04 16:03:44.366751,1.21,N,Y,5,Southeast,2026-03-01
CASE900357,IND100123,1GC474226661953,Infotainment,On Screen Messages,Phone,2026-03-02 20:00:00,2026-03-03 17:44:46.208070,0.91,Y,Y,5,West,2026-03-01
CASE900358,IND100025,1GC275174837066,WiFi,Hotspot: Data Not Shared / Disabled,Dealer,2026-03-14 14:00:00,2026-03-16 00:56:00.241493,1.46,N,N,5,Southwest,2026-03-01
CASE900359,IND100117,1GC747516660355,WiFi,No / Slow Internet,Phone,2026-03-05 15:00:00,2026-03-05 21:00:08.702909,0.25,Y,N,5,Midwest,2026-03-01
CASE900360,IND100083,1GC250275627916,Infotainment,Other,Dealer,2026-03-27 12:00:00,2026-03-27 15:48:56.531344,0.16,Y,N,4,West,2026-03-01
CASE900361,IND100010,1GC196966851360,WiFi,No / Slow Internet,Chat,2026-03-16 22:00:00,2026-03-17 00:16:46.785074,0.09,Y,Y,4,Southwest,2026-03-01
CASE900362,IND100066,1GC603286444670,Infotainment,App Not Working,Chat,2026-03-24 11:00:00,2026-03-24 14:03:03.888162,0.13,Y,Y,4,Southeast,2026-03-01
CASE900363,IND100014,1GC599367222451,OnBoarding,Enroll Vehicle,Phone,2026-03-23 23:00:00,2026-03-26 21:09:52.766226,2.92,N,Y,4,Southeast,2026-03-01
CASE900364,IND100128,1GC193062670950,OnBoarding,Hardware Replacement,Phone,2026-03-12 03:00:00,2026-03-14 13:01:41.385943,2.42,N,Y,4,West,2026-03-01
CASE900365,IND100098,1GC206205311908,OnBoarding,Other,Phone,2026-03-07 19:00:00,2026-03-09 03:14:09.472754,1.34,N,Y,4,Southwest,2026-03-01
CASE900366,IND100021,1GC563551416308,WiFi,No / Slow Internet,Phone,2026-03-24 07:00:00,2026-03-24 10:47:49.543021,0.16,Y,N,5,Southeast,2026-03-01
CASE900367,IND100087,1GC515689507225,WiFi,No / Slow Internet,Mobile App,2026-03-01 04:00:00,2026-03-01 17:01:56.373261,0.54,Y,Y,3,Southwest,2026-03-01
CASE900368,IND100012,1GC679478608071,Infotainment,App Not Working,Phone,2026-03-06 04:00:00,2026-03-06 06:53:31.502308,0.12,Y,N,1,Southeast,2026-03-01
CASE900369,IND100005,1GC978060116472,WiFi,No / Slow Internet,Phone,2026-03-23 08:00:00,2026-03-23 11:20:59.703578,0.14,Y,Y,2,West,2026-03-01
CASE900370,IND100130,1GC253533671683,Infotainment,On Screen Messages,Phone,2026-03-11 10:00:00,2026-03-11 13:57:20.741868,0.16,Y,Y,5,West,2026-03-01
CASE900371,IND100011,1GC934088489962,Infotainment,Other,IVR,2026-03-08 20:00:00,2026-03-09 08:32:26.744511,0.52,Y,Y,5,Northeast,2026-03-01
CASE900372,IND100110,1GC510198660849,OnBoarding,Other,Phone,2026-03-03 12:00:00,2026-03-03 22:17:53.873789,0.43,Y,N,4,West,2026-03-01
CASE900373,IND100068,1GC127736051111,WiFi,No / Slow Internet,Phone,2026-03-15 20:00:00,2026-03-15 20:28:48.000000,0.02,Y,Y,3,West,2026-03-01
CASE900374,IND100044,1GC849033821254,WiFi,No / Slow Internet,Phone,2026-03-09 12:00:00,2026-03-09 12:33:15.638016,0.02,Y,Y,4,Midwest,2026-03-01
CASE900375,IND100044,1GC849033821254,OnBoarding,Enroll Vehicle,IVR,2026-03-08 06:00:00,2026-03-09 08:33:16.843567,1.11,N,Y,4,Midwest,2026-03-01
CASE900376,IND100124,1GC137452756475,OnBoarding,Other,Chat,2026-03-06 18:00:00,2026-03-07 00:56:32.258352,0.29,Y,Y,4,Midwest,2026-03-01
CASE900377,IND100028,1GC238860542860,WiFi,Hotspot: Data Not Shared / Disabled,Mobile App,2026-03-20 22:00:00,2026-03-25 23:54:03.382756,5.08,N,Y,4,Southeast,2026-03-01
CASE900378,IND100037,1GC528134433602,OnBoarding,Hardware Replacement,IVR,2026-03-03 13:00:00,2026-03-03 13:29:10.737954,0.02,Y,Y,5,Southeast,2026-03-01
CASE900379,IND100081,1GC465748175295,WiFi,Hotspot: SSID and Password,Chat,2026-03-06 13:00:00,2026-03-09 19:39:02.917087,3.28,N,Y,3,West,2026-03-01
CASE900380,IND100119,1GC664577956631,OnBoarding,Enroll Vehicle,Chat,2026-03-27 09:00:00,2026-03-28 08:08:58.883150,0.96,Y,N,4,Midwest,2026-03-01
CASE900381,IND100076,1GC364234381989,OnBoarding,Hardware Replacement,Chat,2026-03-27 08:00:00,2026-03-27 17:14:12.432506,0.38,Y,N,5,Midwest,2026-03-01
CASE900382,IND100015,1GC304514849606,WiFi,Hotspot: SSID and Password,Chat,2026-03-20 00:00:00,2026-03-20 03:26:35.124263,0.14,Y,N,4,Midwest,2026-03-01
CASE900383,IND100129,1GC628880114959,WiFi,No / Slow Internet,Mobile App,2026-03-15 11:00:00,2026-03-15 12:10:58.111701,0.05,Y,Y,3,Northeast,2026-03-01
CASE900384,IND100009,1GC505347344105,Infotainment,App Not Working,Phone,2026-03-14 10:00:00,2026-03-15 08:02:01.811422,0.92,Y,Y,4,West,2026-03-01
CASE900385,IND100089,1GC550940297592,WiFi,No / Slow Internet,Mobile App,2026-03-25 00:00:00,2026-03-28 00:38:04.908041,3.03,N,Y,5,West,2026-03-01
CASE900386,IND100049,1GC225777235248,WiFi,No / Slow Internet,Chat,2026-03-05 15:00:00,2026-03-07 11:15:37.320621,1.84,N,Y,3,Southwest,2026-03-01
CASE900387,IND100096,1GC425631349497,OnBoarding,Hardware Replacement,Chat,2026-03-02 03:00:00,2026-03-02 14:09:53.251980,0.47,Y,Y,5,Northeast,2026-03-01
CASE900388,IND100082,1GC832618346198,OnBoarding,Hardware Replacement,Phone,2026-03-25 23:00:00,2026-03-26 16:10:18.945227,0.72,Y,Y,5,Southeast,2026-03-01
CASE900389,IND100088,1GC245144601130,OnBoarding,Other,Phone,2026-03-03 20:00:00,2026-03-04 04:49:23.645358,0.37,Y,Y,4,Southwest,2026-03-01
CASE900390,IND100090,1GC237080892441,WiFi,Hotspot: SSID and Password,Phone,2026-03-03 06:00:00,2026-03-05 04:56:54.784190,1.96,N,N,3,Southwest,2026-03-01
CASE900391,IND100018,1GC385425003540,OnBoarding,Hardware Replacement,Chat,2026-03-09 08:00:00,2026-03-11 18:14:15.841048,2.43,N,Y,4,West,2026-03-01
CASE900392,IND100118,1GC488883735797,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-03-02 10:00:00,2026-03-02 11:01:35.297936,0.04,Y,N,4,West,2026-03-01
CASE900393,IND100126,1GC396875091099,WiFi,Hotspot: SSID and Password,Phone,2026-03-22 11:00:00,2026-03-22 19:39:43.206859,0.36,Y,Y,3,Midwest,2026-03-01
CASE900394,IND100118,1GC488883735797,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-03-18 04:00:00,2026-03-18 05:16:19.664966,0.05,Y,Y,5,West,2026-03-01
CASE900395,IND100134,1GC631823942332,Infotainment,Other,Phone,2026-03-06 13:00:00,2026-03-06 19:37:06.493177,0.28,Y,N,5,Southeast,2026-03-01
CASE900396,IND100004,1GC197718167021,Infotainment,DIC (Driver Information Center),Dealer,2026-03-25 22:00:00,2026-03-26 04:08:22.261045,0.26,Y,Y,3,Midwest,2026-03-01
CASE900397,IND100028,1GC902509539628,Infotainment,On Screen Messages,Phone,2026-03-23 04:00:00,2026-03-23 13:54:14.349326,0.41,Y,N,3,Southeast,2026-03-01
CASE900398,IND100080,1GC697882186293,OnBoarding,Hardware Replacement,Dealer,2026-03-23 01:00:00,2026-03-23 14:53:59.668494,0.58,Y,N,4,Southwest,2026-03-01
CASE900399,IND100062,1GC608712495832,OnBoarding,Other,Chat,2026-03-01 12:00:00,2026-03-01 21:40:20.437260,0.4,Y,Y,1,West,2026-03-01
CASE900400,IND100132,1GC622955025729,OnBoarding,Hardware Replacement,Dealer,2026-03-24 06:00:00,2026-03-27 09:55:28.260358,3.16,N,Y,4,West,2026-03-01
CASE900401,IND100019,1GC668497959209,WiFi,No / Slow Internet,Chat,2026-03-13 10:00:00,2026-03-14 00:27:57.281959,0.6,Y,N,4,Northeast,2026-03-01
CASE900402,IND100101,1GC729736420428,OnBoarding,Other,Dealer,2026-03-10 11:00:00,2026-03-12 09:12:52.151997,1.93,N,N,5,Southeast,2026-03-01
CASE900403,IND100027,1GC139423389208,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-03-24 15:00:00,2026-03-25 13:14:01.115448,0.93,Y,Y,4,West,2026-03-01
CASE900404,IND100018,1GC844868054792,Infotainment,On Screen Messages,Phone,2026-03-21 09:00:00,2026-03-22 05:51:49.740096,0.87,Y,N,4,West,2026-03-01
CASE900405,IND100077,1GC695724863253,OnBoarding,BBWC,Phone,2026-03-16 08:00:00,2026-03-16 12:00:45.133493,0.17,Y,N,5,West,2026-03-01
CASE900406,IND100042,1GC730238591801,OnBoarding,Other,Phone,2026-03-06 09:00:00,2026-03-06 18:01:37.876321,0.38,Y,N,5,Northeast,2026-03-01
CASE900407,IND100099,1GC965707898093,WiFi,Other,Phone,2026-03-18 04:00:00,2026-03-18 08:01:59.604686,0.17,Y,Y,3,West,2026-03-01
CASE900408,IND100065,1GC598221460591,Infotainment,Other,Phone,2026-03-18 10:00:00,2026-03-18 11:48:35.232942,0.08,Y,Y,5,Southeast,2026-03-01
CASE900409,IND100135,1GC120523483926,WiFi,No / Slow Internet,Phone,2026-03-12 03:00:00,2026-03-13 03:19:30.162397,1.01,N,Y,4,Southeast,2026-03-01
CASE900410,IND100083,1GC250275627916,OnBoarding,Hardware Replacement,Phone,2026-03-05 00:00:00,2026-03-08 21:33:20.613491,3.9,N,Y,4,West,2026-03-01
CASE900411,IND100100,1GC917722621635,WiFi,No / Slow Internet,Mobile App,2026-03-04 17:00:00,2026-03-07 11:22:42.553519,2.77,N,Y,4,Midwest,2026-03-01
CASE900412,IND100094,1GC371360880232,OnBoarding,Hardware Replacement,Chat,2026-03-12 11:00:00,2026-03-12 20:58:20.150568,0.42,Y,Y,4,Southeast,2026-03-01
CASE900413,IND100020,1GC361826054325,OnBoarding,Other,Mobile App,2026-03-04 08:00:00,2026-03-05 13:56:04.912065,1.25,N,Y,4,West,2026-03-01
CASE900414,IND100041,1GC849410376451,WiFi,No / Slow Internet,Chat,2026-03-11 03:00:00,2026-03-11 04:53:35.142648,0.08,Y,Y,5,West,2026-03-01
CASE900415,IND100084,1GC120440865820,OnBoarding,Enroll Vehicle,Dealer,2026-03-18 09:00:00,2026-03-20 21:01:59.662337,2.5,N,Y,2,Northeast,2026-03-01
CASE900416,IND100112,1GC375360961735,Infotainment,App Not Working,Mobile App,2026-03-23 19:00:00,2026-03-24 06:24:30.421717,0.48,Y,Y,3,Midwest,2026-03-01
CASE900417,IND100146,1GC398412097607,OnBoarding,Enroll Vehicle,Phone,2026-03-04 07:00:00,2026-03-04 12:14:47.675109,0.22,Y,Y,3,Southeast,2026-03-01
CASE900418,IND100017,1GC157435530493,OnBoarding,Hardware Replacement,Mobile App,2026-03-20 19:00:00,2026-03-21 11:46:00.333925,0.7,Y,Y,4,Southwest,2026-03-01
CASE900419,IND100091,1GC726688337569,OnBoarding,Other,IVR,2026-03-12 20:00:00,2026-03-13 08:09:29.674344,0.51,Y,N,4,Southwest,2026-03-01
CASE900420,IND100137,1GC534073093248,OnBoarding,Hardware Replacement,Mobile App,2026-03-27 16:00:00,2026-03-27 23:22:57.178914,0.31,Y,Y,5,West,2026-03-01
CASE900421,IND100102,1GC339282965313,OnBoarding,Other,Mobile App,2026-03-19 18:00:00,2026-03-20 00:20:14.870074,0.26,Y,N,4,West,2026-03-01
CASE900422,IND100002,1GC872738127919,WiFi,No / Slow Internet,Mobile App,2026-03-18 11:00:00,2026-03-20 07:33:20.724168,1.86,N,N,4,Northeast,2026-03-01
CASE900423,IND100003,1GC727631226152,Infotainment,On Screen Messages,Phone,2026-03-03 00:00:00,2026-03-03 12:22:05.891805,0.52,Y,Y,4,Southwest,2026-03-01
CASE900424,IND100047,1GC359495293536,WiFi,No / Slow Internet,IVR,2026-03-16 12:00:00,2026-03-19 10:10:53.293186,2.92,N,Y,3,West,2026-03-01
CASE900425,IND100007,1GC693480371222,OnBoarding,Hardware Replacement,Mobile App,2026-03-21 18:00:00,2026-03-22 07:05:41.925383,0.55,Y,Y,3,Northeast,2026-03-01
CASE900426,IND100013,1GC133671300558,OnBoarding,Other,Chat,2026-03-18 18:00:00,2026-03-19 07:51:55.026049,0.58,Y,Y,3,Northeast,2026-03-01
CASE900427,IND100037,1GC528134433602,WiFi,No / Slow Internet,Chat,2026-03-04 23:00:00,2026-03-05 10:15:06.319130,0.47,Y,Y,4,Southeast,2026-03-01
CASE900428,IND100055,1GC802656127918,Infotainment,App Not Working,Phone,2026-03-20 18:00:00,2026-03-21 06:20:29.966791,0.51,Y,Y,4,Southeast,2026-03-01
CASE900429,IND100009,1GC505347344105,OnBoarding,Other,Chat,2026-03-08 21:00:00,2026-03-09 10:08:59.289180,0.55,Y,Y,4,West,2026-03-01
CASE900430,IND100009,1GC505347344105,WiFi,Other,Phone,2026-03-16 01:00:00,2026-03-16 04:04:46.087145,0.13,Y,N,4,West,2026-03-01
CASE900431,IND100129,1GC628880114959,WiFi,No / Slow Internet,Dealer,2026-03-04 09:00:00,2026-03-07 22:40:47.007178,3.57,N,Y,4,Northeast,2026-03-01
CASE900432,IND100019,1GC668497959209,OnBoarding,Other,Chat,2026-03-04 12:00:00,2026-03-04 15:22:23.517753,0.14,Y,Y,3,Northeast,2026-03-01
CASE900433,IND100019,1GC957609455561,Infotainment,On Screen Messages,Chat,2026-03-08 16:00:00,2026-03-09 09:15:37.136500,0.72,Y,Y,5,Northeast,2026-03-01
CASE900434,IND100074,1GC152472467520,OnBoarding,BBWC,Mobile App,2026-03-27 00:00:00,2026-03-28 22:54:58.810678,1.95,N,Y,5,Southwest,2026-03-01
CASE900435,IND100022,1GC330368581510,WiFi,Other,Chat,2026-03-16 00:00:00,2026-03-18 09:59:54.896647,2.42,N,Y,5,Southwest,2026-03-01
CASE900436,IND100055,1GC802656127918,OnBoarding,Enroll Vehicle,Phone,2026-03-22 23:00:00,2026-03-23 10:51:14.376380,0.49,Y,Y,4,Southeast,2026-03-01
CASE900437,IND100029,1GC773747217510,WiFi,No / Slow Internet,Mobile App,2026-03-23 02:00:00,2026-03-23 21:17:18.147010,0.8,Y,Y,5,West,2026-03-01
CASE900438,IND100098,1GC206205311908,WiFi,No / Slow Internet,Chat,2026-03-03 07:00:00,2026-03-04 12:40:48.758185,1.24,N,Y,5,Southwest,2026-03-01
CASE900439,IND100001,1GC494990595776,WiFi,No / Slow Internet,Phone,2026-03-09 09:00:00,2026-03-09 17:09:19.062218,0.34,Y,N,4,Northeast,2026-03-01
CASE900440,IND100002,1GC872738127919,WiFi,Hotspot: SSID and Password,Phone,2026-03-12 14:00:00,2026-03-12 17:43:58.712597,0.16,Y,Y,4,Northeast,2026-03-01
CASE900441,IND100002,1GC872738127919,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-03-17 21:00:00,2026-03-18 07:32:39.458166,0.44,Y,Y,5,Northeast,2026-03-01
CASE900442,IND100009,1GC505347344105,OnBoarding,Hardware Replacement,Phone,2026-03-11 15:00:00,2026-03-12 05:41:57.843999,0.61,Y,Y,2,West,2026-03-01
CASE900443,IND100004,1GC184759613098,WiFi,No / Slow Internet,Mobile App,2026-03-09 00:00:00,2026-03-10 02:05:29.564956,1.09,N,N,5,Midwest,2026-03-01
CASE900444,IND100052,1GC808231939751,OnBoarding,Other,Mobile App,2026-03-15 22:00:00,2026-03-16 15:30:26.687769,0.73,Y,Y,3,Southeast,2026-03-01
CASE900445,IND100067,1GC373555088256,Infotainment,App Not Working,Mobile App,2026-03-09 03:00:00,2026-03-10 08:44:33.912769,1.24,N,N,5,Midwest,2026-03-01
CASE900446,IND100009,1GC791782742725,WiFi,No / Slow Internet,Chat,2026-03-23 00:00:00,2026-03-23 12:38:41.172558,0.53,Y,Y,4,West,2026-03-01
CASE900447,IND100066,1GC603286444670,OnBoarding,Enroll Vehicle,Mobile App,2026-03-27 21:00:00,2026-03-27 21:41:23.514281,0.03,Y,N,2,Southeast,2026-03-01
CASE900448,IND100097,1GC178884927384,Infotainment,Other,Chat,2026-03-07 07:00:00,2026-03-09 15:03:44.481604,2.34,N,Y,5,Southwest,2026-03-01
CASE900449,IND100063,1GC788498971673,WiFi,No / Slow Internet,Phone,2026-03-06 21:00:00,2026-03-09 07:04:57.074251,2.42,N,Y,2,Midwest,2026-03-01
CASE900450,IND100102,1GC339282965313,OnBoarding,Other,Phone,2026-03-16 21:00:00,2026-03-18 14:48:08.748754,1.74,N,Y,3,West,2026-03-01
CASE900451,IND100042,1GC730238591801,WiFi,No / Slow Internet,Phone,2026-03-12 12:00:00,2026-03-13 20:18:09.592504,1.35,N,N,4,Northeast,2026-03-01
CASE900452,IND100006,1GC785025731790,OnBoarding,Other,Mobile App,2026-03-17 09:00:00,2026-03-19 03:37:56.752329,1.78,N,Y,4,Southeast,2026-03-01
CASE900453,IND100001,1GC906544694654,OnBoarding,Enroll Vehicle,Phone,2026-03-11 10:00:00,2026-03-11 19:00:18.401967,0.38,Y,Y,4,Northeast,2026-03-01
CASE900454,IND100013,1GC840485451942,OnBoarding,Other,Mobile App,2026-03-16 15:00:00,2026-03-17 07:46:24.980351,0.7,Y,Y,3,Northeast,2026-03-01
CASE900455,IND100145,1GC340278096782,WiFi,No / Slow Internet,Chat,2026-03-25 14:00:00,2026-03-29 09:07:19.151776,3.8,N,Y,4,Midwest,2026-03-01
CASE900456,IND100022,1GC330368581510,WiFi,No / Slow Internet,Chat,2026-03-03 08:00:00,2026-03-03 18:49:51.838187,0.45,Y,Y,4,Southwest,2026-03-01
CASE900457,IND100017,1GC157435530493,WiFi,No / Slow Internet,Phone,2026-03-01 18:00:00,2026-03-02 21:54:01.058093,1.16,N,N,4,Southwest,2026-03-01
CASE900458,IND100011,1GC924410660622,OnBoarding,Other,Mobile App,2026-03-07 23:00:00,2026-03-08 13:35:19.267539,0.61,Y,Y,4,Northeast,2026-03-01
CASE900459,IND100007,1GC807457874748,Infotainment,App Not Working,Phone,2026-03-10 11:00:00,2026-03-11 20:16:58.401950,1.39,N,Y,5,Northeast,2026-03-01
CASE900460,IND100009,1GC505347344105,Infotainment,On Screen Messages,Phone,2026-03-14 12:00:00,2026-03-15 02:14:56.501054,0.59,Y,N,4,West,2026-03-01
CASE900461,IND100069,1GC493045650308,OnBoarding,Other,Chat,2026-03-16 14:00:00,2026-03-16 15:22:29.399795,0.06,Y,Y,4,Southeast,2026-03-01
CASE900462,IND100043,1GC381129977243,OnBoarding,Other,Chat,2026-03-23 08:00:00,2026-03-24 02:59:41.457470,0.79,Y,Y,5,Midwest,2026-03-01
CASE900463,IND100067,1GC373555088256,OnBoarding,Hardware Replacement,Phone,2026-03-27 04:00:00,2026-03-27 13:03:51.241480,0.38,Y,Y,3,Midwest,2026-03-01
CASE900464,IND100003,1GC727631226152,OnBoarding,Other,Chat,2026-03-24 06:00:00,2026-03-25 13:50:06.425610,1.33,N,N,4,Southwest,2026-03-01
CASE900465,IND100139,1GC174456999930,WiFi,No / Slow Internet,Phone,2026-03-03 08:00:00,2026-03-03 16:26:13.497502,0.35,Y,Y,3,West,2026-03-01
CASE900466,IND100004,1GC184759613098,WiFi,No / Slow Internet,Phone,2026-03-27 08:00:00,2026-03-29 09:09:59.620164,2.05,N,Y,4,Midwest,2026-03-01
CASE900467,IND100118,1GC488883735797,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-03-18 20:00:00,2026-03-19 16:43:52.402976,0.86,Y,Y,4,West,2026-03-01
CASE900468,IND100048,1GC714245953576,Infotainment,On Screen Messages,IVR,2026-03-11 21:00:00,2026-03-12 00:51:26.404855,0.16,Y,N,5,Midwest,2026-03-01
CASE900469,IND100029,1GC714744057917,Infotainment,On Screen Messages,Phone,2026-03-03 17:00:00,2026-03-04 02:19:53.408323,0.39,Y,Y,4,West,2026-03-01
